title,details,type,type_id,host,date,time,location,link
First-Year Summer Series: Healthy Relationships and Gender Violence Prevention,"New Student Programs will be hosting several webinars over the next five weeks as part of the Summer Transition Series focusing on healthy relationships education, gender violence prevention, and other resources for students. Join us July 14, July 21, July 28, August 4, and August 11 to connect with campus partners from the Women's Center, Student Wellness, Office of Student Conduct and Community Standards, and others. Registration is required for each webinar. We look forward to seeing you!If you are unable to attend the sessions, please reach out to lsp20@duke.edu to gain access to a copy of the recording.",Panel/Seminar/Colloquim,5,Student Wellness Center,"Wed, Aug 4, 2021",12 PM – 1 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1129475
First-Year Summer Series: Healthy Relationships and Gender Violence Prevention,"New Student Programs will be hosting several webinars over the next five weeks as part of the Summer Transition Series focusing on healthy relationships education, gender violence prevention, and other resources for students. Join us July 14, July 21, July 28, August 4, and August 11 to connect with campus partners from the Women's Center, Student Wellness, Office of Student Conduct and Community Standards, and others. Registration is required for each webinar. We look forward to seeing you!If you are unable to attend the sessions, please reach out to lsp20@duke.edu to gain access to a copy of the recording.",Panel/Seminar/Colloquim,5,Student Wellness Center,"Wed, Jul 28, 2021",12 PM – 1 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1129479
First-Year Summer Series: Healthy Relationships and Gender Violence Prevention,"New Student Programs will be hosting several webinars over the next five weeks as part of the Summer Transition Series focusing on healthy relationships education, gender violence prevention, and other resources for students. Join us July 14, July 21, July 28, August 4, and August 11 to connect with campus partners from the Women's Center, Student Wellness, Office of Student Conduct and Community Standards, and others. Registration is required for each webinar. We look forward to seeing you!If you are unable to attend the sessions, please reach out to lsp20@duke.edu to gain access to a copy of the recording.",Panel/Seminar/Colloquim,5,Student Wellness Center,"Wed, Jul 28, 2021",12 PM – 1 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1129474
First-Year Summer Series: Healthy Relationships and Gender Violence Prevention,"New Student Programs will be hosting several webinars over the next five weeks as part of the Summer Transition Series focusing on healthy relationships education, gender violence prevention, and other resources for students. Join us July 14, July 21, July 28, August 4, and August 11 to connect with campus partners from the Women's Center, Student Wellness, Office of Student Conduct and Community Standards, and others. Registration is required for each webinar. We look forward to seeing you!If you are unable to attend the sessions, please reach out to lsp20@duke.edu to gain access to a copy of the recording.",Panel/Seminar/Colloquim,5,Student Wellness Center,"Wed, Jul 21, 2021",12 PM – 1 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1129478
First-Year Summer Series: Healthy Relationships and Gender Violence Prevention,"New Student Programs will be hosting several webinars over the next five weeks as part of the Summer Transition Series focusing on healthy relationships education, gender violence prevention, and other resources for students. Join us July 14, July 21, July 28, August 4, and August 11 to connect with campus partners from the Women's Center, Student Wellness, Office of Student Conduct and Community Standards, and others. Registration is required for each webinar. We look forward to seeing you!If you are unable to attend the sessions, please reach out to lsp20@duke.edu to gain access to a copy of the recording.",Panel/Seminar/Colloquim,5,Student Wellness Center,"Wed, Jul 21, 2021",12 PM – 1 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1129472
Summer Discussion Series: Healthy Relationships and Gender Violence Prevention,"New Student Programs will be hosting several webinars over the next five weeks as part of the Summer Transition Series focusing on healthy relationships education, gender violence prevention, and other resources for students. Join us July 14, July 21, July 28, August 4, and August 11 to connect with campus partners from the Women's Center, Student Wellness, Office of Student Conduct and Community Standards, and others. Registration is required for each webinar. We look forward to seeing you!If you are unable to attend the sessions, please reach out to lsp20@duke.edu to gain access to a copy of the recording. Register here: https://duke.zoom.us/webinar/register/WN_2CpalbiMRZm7Ehz44rzDAw",Panel/Seminar/Colloquim,5,Student Wellness Center,"Wed, Jul 14, 2021",12 PM – 1 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1129466
DISI Project Showcase,"Semester end project showcase with project managers, innovators and stakeholders to show progress made during the semester. The event is a chance for all DISI members to showcase the work they have done through the semester.Food Provided (Packaged food provided by a food vendor affiliated to Duke University)",Panel/Seminar/Colloquim,5,Duke Interdisciplinary Social Innovators,"Tue, Apr 12, 2022",7 PM – 10 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1578194
DSBC Info Meeting,Informational meeting about next steps with the club going into 2022-2023,Panel/Seminar/Colloquim,5,Duke Sports Business Conference ,"Mon, Apr 11, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1582545
Machine Learning Day 2022,"Come to Duke's annual Machine Learning Day on Saturday, April 9! At ML Day, you'll have the opportunity to learn about exciting machine learning research through workshops, talks, and research presentations on machine learning and related topics. This year's event will highlight applications of ML, for example in art, healthcare, and ethics!Food Provided (biscuits and coffee (everything will be individually packaged))",Panel/Seminar/Colloquim,5,Duke Undergraduate Machine Learning,"Sat, Apr 9, 2022",10:30 AM – 3:30 PM EDT (GMT-4),Fitzpatrick Schiziano Auditorium,https://dukegroups.com/events/rsvp?id=1562772
Fighting for Family Documentary Screening and Q&A,"Duke ASEAN, Southeast Asian Students Organization, in collaboration with Duke's Center for Multicultural Affairs for Asian American and Pacific Islander Heritage Month and SEAC Village, a North Carolina based grassroot organization centered around Southeast Asian youth, will be hosting an event where we screen a 35-minute documentary, Fighting for Family, regarding the life of a Vietnamese refugee family and the challenges they faced regarding refugee and deportation status. Following the screening of the documentary, we plan to have those in the documentary come and speak and have a presentation on Southeast Asian refugees and deportation. We anticipate this event being hybrid, and having it available to both community members and the broader Duke community.",Panel/Seminar/Colloquim,5,Duke Southeast Asian Students Association,"Thu, Apr 7, 2022",7 PM – 8:30 PM EDT (GMT-4),Biological Sciences 111,https://dukegroups.com/events/rsvp?id=1512746
WiSE + SWE Panel & Social,"Duke's WiSE and SWE groups are holding a joint event that will consist of two parts -  the first part will be a panel of WiSE members talking about their experience in grad school (how they applied, how they decided, what they do now, career aspirations, etc.) and the second part will be a social mixer after the panel.",Panel/Seminar/Colloquim,5,Women in Science & Engineering,"Thu, Apr 7, 2022",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1569419
Energy Storage Panel,Hear from Energy Storage founders and experts who are working on the development and scaling of energy storage technologies for the energy transition.,Panel/Seminar/Colloquim,5,Duke Energy Club,"Wed, Apr 6, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1572257
Data Science & Public Policy with Dr. Angel Hsu,"Angel Hsu is an Assistant Professor of Public Policy and the Environment, Ecology and Energy Program (E3P). She is also Founder and Director of the Data-Driven EnviroLab, an interdisciplinary research group that innovates and applies quantitative approaches to pressing environmental issues. Her research explores the intersection of science and policy and the use of data-driven approaches to understand environmental sustainability, particularly in the areas of climate change and energy, urbanization and air quality. Her research projects apply large-scale datasets derived from satellite remote sensing and other spatially-explicit sources to evaluate environmental policy performance.",Panel/Seminar/Colloquim,5,Nicholas School Data Science Group,"Wed, Apr 6, 2022",12 PM – 1 PM EDT (GMT-4),Nicholas GH Field Auditorium,https://dukegroups.com/events/rsvp?id=1545959
