title,details,type,type_id,host,date,time,location,link
BOW Industry Panel,Mandatory event for new members,Lecture/Talk,4,Duke Association for Business Oriented Women,"Wed, Mar 2, 2022",5 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1540285
First-Year & Sophomore Conversations with CarMax,"CarMax will be holding virtual chat sessions with first-year and sophomore students to discuss their organization, the retail industry, and our internship and full-time rotational program opportunities.",Lecture/Talk,4,Career Center,"Wed, Mar 2, 2022",2 PM – 4 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1517316
"No Code, No Problem: Tech jobs that don't require coding skills","There's more to tech jobs than just coding. If you've ever considered working in the tech industry but are unsure what job roles are available, this event is for you!┬á Whether you're a CS major who doesn't want to code for the rest of their career or, someone who just loves tech you will leave with information and occupations to consider. This event highlights specific job opportunities from VMWare, a cloud computing company.",Lecture/Talk,4,Career Center,"Wed, Mar 2, 2022",12 PM – 1 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1531459
Et Religio Symposium: Metastatic Metaverse? Surviving and Thriving in a Digital Age,"This event features two faculty speakers - Felicia Song, Professor of Sociology at Westmont College, and Chris Martens, Professor of Computer Science at NC State. They will be discussing the human uses of digital technology and the impact technology has on its users and the cultures they create. Afterwards, the event will feature student round table discussion of the material presented by the speakers. Included at the end will be a grab and go pancake dinner for students to take with them as they leave.",Lecture/Talk,4,Reformed University Fellowship,"Tue, Mar 1, 2022",7 PM – 8:30 PM EST (GMT-5),Penn Pavilion,https://dukegroups.com/events/rsvp?id=1521770
"BOW Networking, Mentorship, & Linkedin Panel",Mandatory event for new members,Lecture/Talk,4,Duke Association for Business Oriented Women,"Tue, Mar 1, 2022",6 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1540271
First-Year & Sophomore Conversations with SEO Career Diversity Internship Program,"SEO Career is the nation's premier FREE professional development program for recruiting and training high-achieving undergraduates for PAID summer internships that can lead to coveted, full-time jobs.  SEO Career provides access to opportunity to students who have been historically excluded from industries across Wall Street and Corporate America, including Black, Latinx, and Native American undergraduates. Our program offers ACCESS to internships, intensive training, and coaching.90% of interns receive full-time job offers from partner companies!Internship Opportunities are available in Investment Banking, Alternative Investments, Markets, Finance/Accounting, Consulting, Marketing/Sales, Human Resources, Operations, Real Estate, Technology/Engineering and much more!",Lecture/Talk,4,Career Center,"Tue, Mar 1, 2022",5 PM – 6 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1513232
First-Year & Sophomore Conversations with (SportsMedia Technology) SMT,"SportsMedia Technology will be holding a virtual group chat session with first-year and sophomore students to discuss their organization, the sports media industry, and current opportunities as NHL Broadcast Operators for students. The chat will be held in a large group format and will include an overview of the industry and Q&A.",Lecture/Talk,4,Career Center,"Tue, Mar 1, 2022",2 PM – 3 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1531383
Conversation with Youth Poet Laureate Sasa Aakil,"Join us for a casual conversation with Building Bridges visiting artist & poet, Sasa Aakil. Pre-packaged desserts will be served. All are welcome!presented by the CML, Duke Islamic Studies Center, Duke Performances & Duke MSA",Lecture/Talk,4,Center for Muslim Life,"Mon, Feb 28, 2022",8 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1527095
February Book Club,"Come join the Women's Center for a discussion about our book of the month! This month, we're reading The Streets by Ann Petry. Written in 1946, it follows the story of Lutie Johnson and her personal struggle as a single black mother in Harlem during the tumultuous time of WWII. There'll be a copy of the book at the Women's Center to rent out--just DM @dukewomenscenter or email womenctr@duke.edu. For this novel, we want to offer a trigger warning--the story mentions threats of sexual violence.We hope to see you there!",Lecture/Talk,4,Women's Center,"Mon, Feb 28, 2022",6:30 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1498086
Arete Fellowship Discussion Section #2b,"Discussion sections for the Arete Fellowship, run by Duke Effective Altruism",Lecture/Talk,4,Effective Altruism: Duke,"Sun, Feb 27, 2022",3 PM – 4:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1519819
General Body Meeting & Investor Training Program,Weekly GBM for all and ITP session for interested students,Lecture/Talk,4,Duke Investment Club,"Sun, Feb 27, 2022",2:30 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1413467
General Body Meeting & Investor Training Program,Weekly GBM for all and ITP session for interested students,Lecture/Talk,4,Duke Investment Club,"Sun, Feb 27, 2022",2:30 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1413481
Moderated Q&A with Deshauna Barber,"Join Speakers and Stage in our moderated conversation with advocate, motivational speaker, non-profit CEO and 2016 Miss USA, Deshauna Barber on February 26th. Doors open at 6:30 pm.",Lecture/Talk,4,DUU Speakers and Stage,"Sat, Feb 26, 2022",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1526040
TEDxDuke Conference 2022: Liminal: Between the Lines,"TED is a global community, welcoming people from every discipline and culture who seek a deeper understanding of the world. Much like the TED conference, TEDxDuke is a program that draws some of Duke University's and Durham's most curious, creative, and progressive thinkers together for intellectual discussion. The only difference—it's entirely student-run! The event is inspired by the visionaries that come to share their unique stories and valuable perspectives. It serves as a unique platform to establish positive dialogue, create unexpected connections, and inspire powerful momentum.",Lecture/Talk,4,TEDxDuke Coordinating Committee,"Sat, Feb 26, 2022",11 AM – 12 PM EST (GMT-5),Page Auditorium,https://dukegroups.com/events/rsvp?id=1350288
Jas┼½r x Laila El-Haddad,"Join us for a discussion with Laila El-Haddad, Palestinian author, journalist and activist, about culinary politics and her book ""The Gaza Kitchen"".",Lecture/Talk,4,Jas┼½r Magazine,"Fri, Feb 25, 2022",5 PM – 6 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1495698
Afro/Black-Arabism: Exploring Race and Intersectionality with Safia Elhillo,"Join ASO for a talk and poetry reading by Safia Elhillo in honor of Black History Month at the Ruby Lounge!Safia Elhillo is the author of The January Children (University of Nebraska Press, 2017), which received the the Sillerman First Book Prize for African Poets and an Arab American Book Award, Girls That Never Die (One World/Random House 2021), and the novel in verse Home Is Not A Country (Make Me A World/Random House, 2021). With Fatimah Asghar, she is co-editor of the anthology Halal If You Hear Me (Haymarket Books, 2019). She is currently a Wallace Stegner Fellow at Stanford University and lives in Oakland.Elhillo will discuss race and intersectionality in the context of the Black/Afro-Arab identity.",Lecture/Talk,4,Duke Arab Student Organization,"Thu, Feb 24, 2022",7 PM – 8:15 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1486758
Visions of Freedom LLC Speaker Event,The Visions of Freedom Living Learning Community will be hosting Dr. John Rose from the Kenan Institute of Ethics for a lecture on religion at Duke.,Lecture/Talk,4,Visions of Freedom Living Learning Community,"Thu, Feb 24, 2022",6 PM – 7:15 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1511056
Disaster Risk Management in the Caribbean with Ivelisse Justiniano,"Join us on Zoom for a conversation with Ivelisse Justiniano,  a disaster risk management specialist working with the Urban, Disaster Risk Management, Resilience, and Land Global Practice with the World Bank in Washington, D.C. She plays a strategic role in supporting teams working across resilience and disaster risk management in relation to urban development, land management, and institutional and policy strengthening. She holds a Master's in Urban and Regional Planning and a Master's in Management from the University of Florida and a Bachelor's in Environmental Sciences and Geography from the University of Puerto Rico. Ivelisse will provide insights to those Interested in learning about international development, specifically in the Caribbean, through a disaster risk management, resilience, and urban development focus.",Lecture/Talk,4,Working Group on the Environment in Latin America,"Thu, Feb 24, 2022",6 PM – 7 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1525386
RAM February Clinic Reflection,"RAM members will engage in a reflection about this month's clinic in Knoxville, TN.",Lecture/Talk,4,Duke Remote Area Medical ,"Thu, Feb 24, 2022",5 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1530157
DEMAN Drop-ins,"Duke students! Announcing the first-ever virtual DEMAN Drop-Ins, just in time for your internship, job, and summer opportunities search!Sign up for a time slot to chat one-on-one via Zoom with DEMAN's Helpful Humans: Amy Unell (Duke Arts/DEMAN), Jules ""Dr. OJ"" Odendahl-James (Academic Advising), and Laura Coutts (Duke Career Center).You'll meet Amy, Dr. OJ and Laura for a brief welcome before we split up into break-out rooms, where we'll help you get your questions answered and share tips for navigating creative industries.",Lecture/Talk,4,Career Center,"Thu, Feb 24, 2022",2 PM – 4 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1513395
First-Year & Sophomore Conversations with Success Academy (NYC),"Success Academy will be holding a virtual session with first-year and sophomore students to discuss their organization, the education industry, and variety of roles you can explore in the education space. The session will be 30 minutes in a group format and will be held on Handshake!Please note that this is not an interview, but rather an opportunity for you to connect with a Success Academy representative and learn first-hand about the education and nonprofit industry. Casual dress is appropriate.",Lecture/Talk,4,Career Center,"Thu, Feb 24, 2022",11 AM – 11:30 AM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1511602
Critical Conversations: Applying Team-Based Learning practices to STEM classrooms,Duke Inside Education is hosting Dr. Thomas Newpher in the Psychology and Neuroscience department for a conversation about how to cultivate team-based learning methods in STEM classes at Duke.,Lecture/Talk,4,Duke Inside Education,"Wed, Feb 23, 2022",6 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1515065
Keys to Career Success: Purpose and Attitude with Grant Hill '94,"Who could be better than Grant Hill '94 to address purpose and attitude with Duke students.Respect for others, openness to new opportunities, and serving your customers/audience are the first steps to any new position. Translating your skills and upholding your values in a new environment is crucial to success. The unique perspective of a student-athlete offers insight into the pressure of serving an audience while still maintaining personal goals and relationships.",Lecture/Talk,4,Career Center,"Wed, Feb 23, 2022",5 PM – 6 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1532186
First-Year & Sophomore Conversations with IPG Health,"The IPG Health Network is home to the world's most celebrated and awarded health marketing agencies. We are a collective of over 45 agencies and 5,000+ people across six continents, singularly focused on creating game-changing marketing solutions that accelerate progress in health for good and for all.",Lecture/Talk,4,Career Center,"Wed, Feb 23, 2022",1 PM – 2 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1511505
