title,details,type,type_id,host,date,time,location,link
Nowruz 2021,celebration of Persian New Year at Blue Light Apartments,Social,2,Duke Persian Students Association,"Fri, Mar 26, 2021",5 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1051361
Women's History Month E-Social,Trivia related to the history of women in engineering!,Social,2,Engineering Student Government,"Fri, Mar 26, 2021",5 PM – 6 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1059180
Virtual Casino Game Show,"This week, come join us for four rounds of casino-themed games and trivia Cash Prizes(sent after the game via Venmo or Paypal).  The rounds include Guess the Card, The Wheel Celebrities, and Jackpot Trivia.Each round is designed to bring the feel of a Casino Night to a virtual game show format.  The best part is that your host is a world-class magician who will perform incredible sleight of hand to reveal the correct answers with a deck of cards using amazing feats of magic!Even better, the event includes a 15-minute magic pre-show performed by your host before the game show starts. In between every round of the game, there is a casino-themed magic trick performed.",Social,2,DUU Duke @ Nite,"Thu, Mar 25, 2021",9 PM – 11 PM EDT (GMT-4),Zoom,https://dukegroups.com/events/rsvp?id=1054576
BGPSA Virtual Throwdown Thursday,Virtual event with individual meals and BGPSA executive board information session,Social,2,Black Graduate and Professional Students Association,"Thu, Mar 25, 2021",7 PM – 8 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1060326
Study Hall,Honey Process Activity,Social,2,Alpha Pi Omega Sorority Inc.,"Wed, Mar 24, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1051453
Group Dinner,Honey Process Activity,Social,2,Alpha Pi Omega Sorority Inc.,"Tue, Mar 23, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1051871
Study Hall,Honey Process Activity,Social,2,Alpha Pi Omega Sorority Inc.,"Mon, Mar 22, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1051452
GPSG Community Pantry Services,"The GPSG Community Pantry provides food, clothing, household and personal hygiene items to Graduate and Professional students at Duke University. The pantry offers a weekly grocery bag program with contactless pickup and delivery options available. Volunteers come to the GPSG House on Wednesdays after 4PM (grocery store order pickup/drop off), Thursdays 3-7PM (bag packing), and Saturdays 12-2PM (bag pickup/delivery). Pantry patrons come to the GPSG House on Saturday 12-2PM to pick up their bags or in-person shop. The University's COVID-19 guidelines are enforced (e.g., no more than one person/family in the pantry shopping room at a time; social distancing; hand/surface sanitizing). Periodically throughout the week, members of the pantry's Executive Board Team will access the house as necessary to prepare for our services.",Social,2,GPSG Community Pantry,"Mon, Mar 22, 2021",8 AM – 8 PM EDT (GMT-4),GPSG House,https://dukegroups.com/events/rsvp?id=902829
Persian New Year (Nowruz) Celebration,"Nowruz is the┬áIranian New Year, also known as the┬áPersian New Year, which is celebratedworldwide by various ethnolinguistic groups usually around March 21. It marks the first day of the first month (Farvardin) of the┬áIranian calendars.┬áThe moment the┬áSun┬ácrosses the┬ácelestial equator┬áand equalizes night and day is calculated exactlyevery year, and families gather together to observe the rituals.We are going to have seven performers who would perform on average15 minutes each.",Social,2,Graduate Student Association of Iranians at Duke,"Sun, Mar 21, 2021",5 PM – 7:30 PM EDT (GMT-4),-,https://dukegroups.com/events/rsvp?id=1015950
Escape Zoom,"Social distanced escape room?? A lot of coordination and designing needed but a whole lot of fun looking at people being confused. Lindsay, Isabella (and Jayesh) has tried it once (on Zhichen) and it kinda worked out. Twas fun and we would like to try and recreate it. Would love to have you on board!",Social,2,LangDorm,"Sat, Mar 20, 2021",9 PM – 10 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1043051
Hot Takes,"Got any hot takes? We want to get to know more about you, so come share all your unpopular opinions with us! (I promise we won't judge Ôÿ║) We'll also get a chance to take some personality quizzes and maybe even do a fun Buzzfeed Quiz Party!",Social,2,LangDorm,"Fri, Mar 19, 2021",9 PM – 10 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1043040
Team Building Activities,Honey Process Activity,Social,2,Alpha Pi Omega Sorority Inc.,"Fri, Mar 19, 2021",7 PM – 8 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1051462
Duke@Nite Trivia,"Duke@Nite's regular trivia, in a new online format! Show off your knowledge against your friends and win awesome prizes!This week, we're collaborating with Students Demand Action for Gun Violence Awareness Trivia. Check out their Instagram @dukestudentsdemand, and the nationalfor more information about their mission and outreach. Come join us on Zoom at 9 to learn more about gun violence in the US and how to get involved in its prevention.",Social,2,DUU Duke @ Nite,"Thu, Mar 18, 2021",9 PM – 10 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1049754
Across the Pacific,"LangDorm is a multicultural community with members from all sorts of cultural backgrounds! Come journey across the Pacific to hear about the cultures of two LangDorm members, Zhichen and Esther, and let us know about your own cultural and linguistic roots!",Social,2,LangDorm,"Wed, Mar 17, 2021",8 PM – 9 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1042921
Student-led Seminar: Queer Bad Bitchery,"What does it mean to own your bad bitchery? Join Rez Williamson and Blue Devils United to discuss what it means to be a bad bitch, how to navigate queer adulthood, and how to live your authentic truth.""Queer Bad Bitchery: Self Confidence, Boundaries, and Adulting on Queer Time""Wednesday, March 17th, 7-8:30pmZoom link: https://duke.zoom.us/j/91018998591",Social,2,Blue Devils United,"Wed, Mar 17, 2021",7 PM – 8:30 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1047843
Study Hall,Honey Process Activity,Social,2,Alpha Pi Omega Sorority Inc.,"Wed, Mar 17, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1051451
Game Night,Honey Process Activity,Social,2,Alpha Pi Omega Sorority Inc.,"Tue, Mar 16, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1051449
Zoom to Zimbabwe,"In LangDorm, we love learning about each other's cultures and languages! Come hear one of our amazing members Bernice talk about the language and culture of Zimbabwe!",Social,2,LangDorm,"Mon, Mar 15, 2021",9 PM – 10 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1043037
Study Hall,Honey Process Activity,Social,2,Alpha Pi Omega Sorority Inc.,"Mon, Mar 15, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1051448
GPSG Community Pantry Services,"The GPSG Community Pantry provides food, clothing, household and personal hygiene items to Graduate and Professional students at Duke University. The pantry offers a weekly grocery bag program with contactless pickup and delivery options available. Volunteers come to the GPSG House on Wednesdays after 4PM (grocery store order pickup/drop off), Thursdays 3-7PM (bag packing), and Saturdays 12-2PM (bag pickup/delivery). Pantry patrons come to the GPSG House on Saturday 12-2PM to pick up their bags or in-person shop. The University's COVID-19 guidelines are enforced (e.g., no more than one person/family in the pantry shopping room at a time; social distancing; hand/surface sanitizing). Periodically throughout the week, members of the pantry's Executive Board Team will access the house as necessary to prepare for our services.",Social,2,GPSG Community Pantry,"Mon, Mar 15, 2021",8 AM – 8 PM EDT (GMT-4),GPSG House,https://dukegroups.com/events/rsvp?id=902828
LangDorm Game Night,Join us as we explore the world through language and word games! This is an event for the LangDorm rush process.,Social,2,LangDorm,"Sat, Mar 13, 2021",9 PM – 10 PM EST (GMT-5),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1043027
Introduction to Process,Virtual Introduction to Honey Process,Social,2,Alpha Pi Omega Sorority Inc.,"Sat, Mar 13, 2021",7 PM – 10 PM EST (GMT-5),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1050651
DSO Outdoor Hangout and Kickball,"Join us for our first event of the semester! We will be having a socially-distanced hangout on the East Campus Quad and then playing kickball or any other outdoor activities you would like. Bring a picnic blanket and anything you want to use for an activity. Make sure to wear your mask at all times, stay in small groups of ~5 people, and stay socially distanced.",Social,2,Duke Symphony Orchestra,"Sat, Mar 13, 2021",2 PM – 4 PM EST (GMT-5),East Campus Quad,https://dukegroups.com/events/rsvp?id=1023641
Friday Game Night,"Join us for an online game night playing Among Us, Codenames, Werewolf, and more! Come hang out with Club Ballroom Dance members, all are welcome!",Social,2,Club Ballroom Dance,"Fri, Mar 12, 2021",8 PM – 10 PM EST (GMT-5),-,https://dukegroups.com/events/rsvp?id=989097
Global Media and Memes,PPT and fun convo about different memes and tiktoks that spread around the world and how it affects cross-cultural communication,Social,2,LangDorm,"Fri, Mar 12, 2021",7 PM – 8 PM EST (GMT-5),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1043048
Yellow Rose Outdoor Screening with ASA on East Campus Quad!,"Join us for an outdoor screening of Yellow Rose on East Campus Quad on 3/12, Friday, at 6 and 8pm EST! Co-hosted with Duke's Asian Student Association! Yellow Rose (2019) tells the story of Rose, an undocumented Filipina girl, who dreams of leaving Texas to pursue her country music dreams. Signups capped at 25 per screening, 50 total.",Social,2,DUU Freewater Presentations,"Fri, Mar 12, 2021",6 PM – 11 PM EST (GMT-5),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1037389
Grammys Trivia,"Duke@Nite's regular trivia, in a new online format! Show off your knowledge against your friends and win awesome prizes!This week, we're celebrating the 63rd Grammy Awards, which are on March 14, with a Grammy's themed trivia. Brush up on your popular music knowledge beforehand by grabbing a team of friends and joining us on Zoom at 9! Plus, we're having another audio round, so bring your sharpest ears and musical savvy!",Social,2,DUU Duke @ Nite,"Thu, Mar 11, 2021",9 PM – 10 PM EST (GMT-5),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1043115
