title,details,type,type_id,host,date,time,location,link
Tuesday ASL Meeting,"Join us to watch a recording of last week's material! Open to all, this is a low-stress gathering to practice ASL and ask questions.",Workshop/Short Course,3,Duke ASL,"Tue, Mar 30, 2021",6 PM – 7 PM EDT (GMT-4),Online via Zoom,https://dukegroups.com/events/rsvp?id=1018213
Wire Wrapping,"In this workshop, participants will basic wire wrapping techniques. They will have an option to create a free standing sculpture or a piece they can hang on the wall. No prior experience necessary.",Workshop/Short Course,3,Duke Arts Create,"Tue, Mar 30, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1043412
"""Paint Like"" Hokusai, The Great Wave of Kanagawa","Join DukeCreate and Duke University Union (DUU) committee member, VisArts, at our fourth ""Paint Like"" offering of the Spring semester!Hokusai was a famous Japanese artist who created multiple prints, carvings, and paintings of the sea. The Great Wave off Kanagawa (c. 1829-1833), also known as The Great Wave or simply The Wave, is a woodblock print by the Japanese ukiyo-e artist Hokusai, and was published sometime between 1829 and 1833. In this workshop we will create a beautiful rendering of The Great Wave of Kanagawa using paint and canvas.",Workshop/Short Course,3,Duke Arts Create,"Mon, Mar 29, 2021",6 PM – 7:30 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1043406
GANO Virtual Tutoring,Every Tuesday and Thursday from 6:30-7:30 we will be facilitating free English tutoring from Duke students for the local Hispanic community via Zoom! All tutors and tutees will join our main Zoom link (with a password and waiting room) and then be paired off into breakout rooms for the hour.,Workshop/Short Course,3,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Mar 25, 2021",6:30 PM – 7:30 PM EDT (GMT-4),Virtual - Zoom,https://dukegroups.com/events/rsvp?id=949380
Duke ASL Lessons,"Join us for our weekly ASL lessons taught by our favorite instructor, Becky! Reserve your spot in order to join, and if spots fill up or you can't make this time, join our Zoom on Tuesday nights to watch the recording and practice!",Workshop/Short Course,3,Duke ASL,"Thu, Mar 25, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1035628
Koru Mindfulness Class Starting: March 25th | 5:00pm-6:15pm,"Are you a student (undergraduate, graduate, professional), staff, or faculty member searching for ways to manage your stress and anxiety? Are you searching for a safe space to learn about wellness? Join a Koru class led on Thursdays (March 25th-April 15th) from 5:00pm-6:15pm for an opportunity to learn skills and strategies to navigate times of uncertainty and build your mindfulness muscle.Dates: March 25th, April 1st, 8th, 15thTime: 5:00PM-6:15PMLocation: Zoom Link received post registration.",Workshop/Short Course,3,Student Wellness Center,"Thu, Mar 25, 2021",5 PM – 6:15 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1059903
Developing the Language of Transferable Skills for Humanities Graduate Students and Postdocs,"How do you effectively convey the valuable skills and knowledge learned through a humanities graduate degree to employers outside of academia? This workshop will help you identify language to describe your strengths, learn how to unpack job descriptions to discern what managers are really looking for, and practice articulating the power of a humanities graduate degree. Come hear from alumni who have made the transition to the workforce as well as representatives from organizations that hire humanities students.",Workshop/Short Course,3,Career Center,"Thu, Mar 25, 2021",1 PM – 2:30 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1045753
March PACT Training - Session I,"PACT is an interactive, student-facilitated training sponsored by the Women's Center that aims to engage everyone in preventing gender violence on Duke's campus. PACT Training helps students identify situations of concern and provides knowledge and tools to encourage safe and successful interventions. **Participants are required to attend both Sessions 1 & 2.**PACT Topics:Types of gender violence (sexual assault, intimate partner violence, stalking, sexual harassment)Meaning of consent (Only an enthusiastic yes means yes!)Healthy, positive sexual communicationConsent and the use of alcohol and drugsIntersectionalityRape cultureCommon scenarios of concernBuilding empathy for victimsSupporting victim-survivors after an incident of gender violenceCommon perpetrator characteristicsGender violence red flagsPractical and safe intervention techniques",Workshop/Short Course,3,Women's Center,"Wed, Mar 24, 2021",6:30 PM – 8 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=894252
Sex Ed Session 1: Not Your High School Sex Ed,"If you're curious, excited, and maybe a little nervous about the kinds of sex you didn't hear about in high school, join us for BDU's Sex Ed Sessions! In this first session, join BDU and DuWell for an overview of safer sex, healthy relationships, and resources available to Duke students.Wednesday, March 24th, 6-7pmZoom Meeting ID: 982 3951 9278",Workshop/Short Course,3,Blue Devils United,"Wed, Mar 24, 2021",6 PM – 7 PM EDT (GMT-4),Meeting ID: 982 3951 9278,https://dukegroups.com/events/rsvp?id=1053065
GANO Virtual Tutoring,Every Tuesday and Thursday from 6:30-7:30 we will be facilitating free English tutoring from Duke students for the local Hispanic community via Zoom! All tutors and tutees will join our main Zoom link (with a password and waiting room) and then be paired off into breakout rooms for the hour.,Workshop/Short Course,3,Gente Aprendiendo para Nuevas Oportunidades,"Tue, Mar 23, 2021",6:30 PM – 7:30 PM EDT (GMT-4),Virtual - Zoom,https://dukegroups.com/events/rsvp?id=949379
Tuesday ASL Meeting,"Join us to watch a recording of last week's material! Open to all, this is a low-stress gathering to practice ASL and ask questions.",Workshop/Short Course,3,Duke ASL,"Tue, Mar 23, 2021",6 PM – 7 PM EDT (GMT-4),Online via Zoom,https://dukegroups.com/events/rsvp?id=1018212
"Koru Mindfulness Class Starting: March 22nd | 8:30pm - 9:45 pm | International Students, Scholars, Spouses/Partners","Join Koru Meditation to learn different skills to help you relax, focus on the present, and more. This is class is specific to International Duke Students, Scholars, Spouses/Partners.Developed right here at Duke, Koru Mindfulness is an evidence-based program specifically designed for teaching mindfulness and meditation as way to manage stress and reduce anxiety.To participate, you will be required to attend all 4 classes consecutively.Dates: March 22nd, 29th, April 5th, 12thTime: 8:30PM-9:45PMLocation: Zoom Link received post registration.",Workshop/Short Course,3,Student Wellness Center,"Mon, Mar 22, 2021",8:30 PM – 9:45 PM EDT (GMT-4),Zoom Link: Post Registration,https://dukegroups.com/events/rsvp?id=1040213
Koru Mindfulness Class Starting: March 22nd | 6:30pm - 7:45 pm |,"Are you a student (undergraduate, graduate, professional) searching for ways to manage your stress and anxiety? Are you searching for a safe space to learn about wellness? Join a Koru class led on Mondays (March 22nd - April 12th) from 6:30pm-7:45pm for an opportunity to learn skills and strategies to navigate times of uncertainty and build your mindfulness muscle.Teacher Bio: Esra is originally from Istanbul, Turkey and works at the International House in Student Affairs. Having been an international student in the US herself, she is passionate about supporting students of diverse backgrounds and facilitating meaningful connections. She hopes students will be open, curious, and reflective; build authentic relationships; and learn how to make time for their own self-care everyday by practicing mindfulness.Dates: March 22nd, 29th, April 5th, 12thTime: 6:30PM-7:45PMLocation: Zoom Link received post registration.",Workshop/Short Course,3,Student Wellness Center,"Mon, Mar 22, 2021",6:30 PM – 7:45 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1041507
GANO Virtual Tutoring,Every Tuesday and Thursday from 6:30-7:30 we will be facilitating free English tutoring from Duke students for the local Hispanic community via Zoom! All tutors and tutees will join our main Zoom link (with a password and waiting room) and then be paired off into breakout rooms for the hour.,Workshop/Short Course,3,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Mar 18, 2021",6:30 PM – 7:30 PM EDT (GMT-4),Virtual - Zoom,https://dukegroups.com/events/rsvp?id=949378
"""My World: Here, Now and Beyond"" Poetry Workshop","In this workshop led by Poet Laureate of Chapel Hill CJ Suitt, we will discuss through writing the worlds and bodies we inhabit. What does it mean to be in a body and be a part of making a world for yourself and others? What does it mean to envision what the future might look like in the context of a world that is so uncertain? We are going to start the process of answering these questions for ourselves through the ancient technology of poetry.",Workshop/Short Course,3,The Writers' Collective,"Thu, Mar 18, 2021",6 PM – 7 PM EDT (GMT-4),Zoom (897 5563 1712),https://dukegroups.com/events/rsvp?id=917497
"Women's Center Presents: ""Ain't it"" #MeToo","From Sojourner Truth to Tarana Burke, women of color, specifically black women are often left out of the conversation on matters from gender equity to gender violence. They are seldom acknowledged in the Black Lives Matter movement. This session will introduce to participants how gender violence effect women of color, how it is has been a part of history, and how women of color are often at the forefront of movements but rarely receive credit. The session will also examine ways to uplift women of color and explore allyship.",Workshop/Short Course,3,Women's Center,"Thu, Mar 18, 2021",6 PM – 7:30 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=989332
Duke ASL Lessons,"Join us for our weekly ASL lessons taught by our favorite instructor, Becky! Reserve your spot in order to join, and if spots fill up or you can't make this time, join our Zoom on Tuesday nights to watch the recording and practice!",Workshop/Short Course,3,Duke ASL,"Thu, Mar 18, 2021",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1035627
Koru Mindfulness Class Starting: March 18th | 3:00pm - 4:15 pm,"Are you a student (undergraduate, graduate, professional), staff or faculty member searching for ways to manage your stress and anxiety? Are you searching for a safe space to learn about wellness? Join a Koru class led on Tuesdays (March 18th - April 8th) from 3:00pm-4:15pm for an opportunity to learn skills and strategies to navigate times of uncertainty and build your mindfulness muscle.Dates: March 18th, 25th, April 1st, April 8thTime: 3:00PM-4:15PMLocation: Zoom Link received post registration.",Workshop/Short Course,3,Student Wellness Center,"Thu, Mar 18, 2021",3 PM – 4:15 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1033648
